"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GRD","Grenada","2014","2014",99.2,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","BRB","Barbados","2014","2014",98.6,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","GRD","Grenada","2014","2014",0.99399,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","PLW","Palau","2013","2013",99.60163,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","PLW","Palau","2015","2015",97.58547,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","VUT","Vanuatu","2014","2014",83.9,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","JAM","Jamaica","2014","2014",94.4,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","BRB","Barbados","2014","2014",99.7,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","LSO","Lesotho","2014","2014",65.06486,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","NCL","New Caledonia","2014","2014",0.99919,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GRD","Grenada","2014","2014",99.5,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRB","Barbados","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GRD","Grenada","2014","2014",98.95,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BRB","Barbados","2014","2014",99.6,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","GRD","Grenada","2014","2014",1.0002,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BRB","Barbados","2014","2014",98.5,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","BRB","Barbados","2014","2014",98.5,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","GRD","Grenada","2014","2014",96,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","GLP","Guadeloupe","2014","2014",97.8,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","GLP","Guadeloupe","2014","2014",98.3,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","GRD","Grenada","2014","2014",98.65,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","VUT","Vanuatu","2014","2014",85.51,"‡","UIS Estimation"
"LR_AG25T64_GPI","Literacy rate, population 25-64 years, gender parity index (GPI)","MTQ","Martinique","2014","2014",0.99141,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRB","Barbados","2014","2014",99.92,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BRB","Barbados","2014","2014",99.9,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","BRB","Barbados","2014","2014",0.9998,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","GRD","Grenada","2014","2014",1.00556,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BRB","Barbados","2014","2014",99.6,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","GRD","Grenada","2014","2014",96.2,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40505","Central Asia","2012","2012",98.6412,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40505","Central Asia","2013","2013",98.70414,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40505","Central Asia","2014","2014",98.69328,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40505","Central Asia","2015","2015",98.75979,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40505","Central Asia","2016","2016",98.81263,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40525","Arab States","2012","2012",32.87406,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40525","Arab States","2013","2013",36.01068,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40525","Arab States","2014","2014",36.44819,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40525","Arab States","2015","2015",36.94605,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40525","Arab States","2016","2016",37.56368,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2012","2012",81.69962,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2013","2013",82.09134,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2014","2014",82.4668,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2015","2015",83.00788,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2016","2016",83.44387,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40505","Central Asia","2012","2012",98.32342,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40505","Central Asia","2013","2013",98.40171,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40505","Central Asia","2014","2014",98.39643,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40505","Central Asia","2015","2015",98.45881,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40505","Central Asia","2016","2016",98.52629,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40530","Central and Eastern Europe","2012","2012",0.96601,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40530","Central and Eastern Europe","2013","2013",0.96542,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40530","Central and Eastern Europe","2014","2014",0.96549,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40530","Central and Eastern Europe","2015","2015",0.96583,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40530","Central and Eastern Europe","2016","2016",0.96739,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40510","World","2012","2012",70.58577,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40510","World","2013","2013",70.90492,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40510","World","2014","2014",71.79121,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40510","World","2015","2015",72.08684,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40510","World","2016","2016",72.62303,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40510","World","2012","2012",0.86397,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40510","World","2013","2013",0.86373,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40510","World","2014","2014",0.87055,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40510","World","2015","2015",0.86843,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40510","World","2016","2016",0.87032,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2012","2012",0.94228,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2013","2013",0.94539,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2014","2014",0.94635,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2015","2015",0.94415,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2016","2016",0.94558,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40540","Sub-Saharan Africa","2012","2012",23.18143,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40540","Sub-Saharan Africa","2013","2013",23.83843,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40540","Sub-Saharan Africa","2014","2014",24.71976,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40540","Sub-Saharan Africa","2015","2015",25.01637,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40540","Sub-Saharan Africa","2016","2016",25.87053,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40535","South and West Asia","2012","2012",0.46644,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40535","South and West Asia","2013","2013",0.47051,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40535","South and West Asia","2014","2014",0.47446,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40535","South and West Asia","2015","2015",0.47757,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40535","South and West Asia","2016","2016",0.48155,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2012","2012",79.7453,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2013","2013",79.82188,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2014","2014",80.70451,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2015","2015",81.23642,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2016","2016",81.91508,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40540","Sub-Saharan Africa","2012","2012",34.14203,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40540","Sub-Saharan Africa","2013","2013",34.56942,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40540","Sub-Saharan Africa","2014","2014",35.2912,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40540","Sub-Saharan Africa","2015","2015",35.48764,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40540","Sub-Saharan Africa","2016","2016",36.37769,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40535","South and West Asia","2012","2012",25.27083,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40535","South and West Asia","2013","2013",25.64576,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40535","South and West Asia","2014","2014",26.08703,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40535","South and West Asia","2015","2015",26.63139,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40535","South and West Asia","2016","2016",27.26527,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40540","Sub-Saharan Africa","2012","2012",47.01388,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40540","Sub-Saharan Africa","2013","2013",47.70731,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40540","Sub-Saharan Africa","2014","2014",48.36138,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40540","Sub-Saharan Africa","2015","2015",48.27933,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40540","Sub-Saharan Africa","2016","2016",49.20824,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40510","World","2012","2012",75.59945,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40510","World","2013","2013",75.95056,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40510","World","2014","2014",76.60145,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40510","World","2015","2015",76.99565,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40510","World","2016","2016",77.51004,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40525","Arab States","2012","2012",21.77489,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40525","Arab States","2013","2013",22.73315,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40525","Arab States","2014","2014",23.51779,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40525","Arab States","2015","2015",23.92068,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40525","Arab States","2016","2016",24.35379,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40515","East Asia and the Pacific","2012","2012",89.4267,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40515","East Asia and the Pacific","2013","2013",89.72967,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40515","East Asia and the Pacific","2014","2014",90.08336,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40515","East Asia and the Pacific","2015","2015",90.98944,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40515","East Asia and the Pacific","2016","2016",91.47174,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40505","Central Asia","2012","2012",0.99191,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40505","Central Asia","2013","2013",0.99226,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40505","Central Asia","2014","2014",0.99239,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40505","Central Asia","2015","2015",0.9923,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40505","Central Asia","2016","2016",0.99265,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40515","East Asia and the Pacific","2012","2012",81.14364,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40515","East Asia and the Pacific","2013","2013",81.6471,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40515","East Asia and the Pacific","2014","2014",82.93384,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40515","East Asia and the Pacific","2015","2015",83.69457,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40515","East Asia and the Pacific","2016","2016",84.52716,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40530","Central and Eastern Europe","2012","2012",97.94427,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40530","Central and Eastern Europe","2013","2013",98.03525,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40530","Central and Eastern Europe","2014","2014",98.14793,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40530","Central and Eastern Europe","2015","2015",98.25861,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40530","Central and Eastern Europe","2016","2016",98.38034,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2012","2012",95.82916,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2013","2013",95.8923,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2014","2014",96.01748,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2015","2015",96.15692,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2016","2016",96.34489,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40525","Arab States","2012","2012",0.48516,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40525","Arab States","2013","2013",0.45263,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40525","Arab States","2014","2014",0.45814,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40525","Arab States","2015","2015",0.45989,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40525","Arab States","2016","2016",0.4621,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40525","Arab States","2012","2012",44.88186,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40525","Arab States","2013","2013",50.2251,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40525","Arab States","2014","2014",51.33306,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40525","Arab States","2015","2015",52.0141,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40525","Arab States","2016","2016",52.70191,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40505","Central Asia","2012","2012",99.12512,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40505","Central Asia","2013","2013",99.16938,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40505","Central Asia","2014","2014",99.15086,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40505","Central Asia","2015","2015",99.22264,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40505","Central Asia","2016","2016",99.25542,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40530","Central and Eastern Europe","2012","2012",94.61527,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40530","Central and Eastern Europe","2013","2013",94.64527,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40530","Central and Eastern Europe","2014","2014",94.7604,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40530","Central and Eastern Europe","2015","2015",94.90128,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40530","Central and Eastern Europe","2016","2016",95.17185,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40515","East Asia and the Pacific","2012","2012",74.04917,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40515","East Asia and the Pacific","2013","2013",74.72423,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40515","East Asia and the Pacific","2014","2014",76.8166,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40515","East Asia and the Pacific","2015","2015",77.43839,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40515","East Asia and the Pacific","2016","2016",78.5593,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40535","South and West Asia","2012","2012",54.17788,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40535","South and West Asia","2013","2013",54.50651,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40535","South and West Asia","2014","2014",54.98238,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40535","South and West Asia","2015","2015",55.76462,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40535","South and West Asia","2016","2016",56.62017,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40520","Latin America and the Caribbean","2012","2012",77.1761,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40520","Latin America and the Caribbean","2013","2013",77.37911,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40520","Latin America and the Caribbean","2014","2014",78.28855,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40520","Latin America and the Caribbean","2015","2015",78.69814,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40520","Latin America and the Caribbean","2016","2016",79.42028,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40540","Sub-Saharan Africa","2012","2012",0.49308,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40540","Sub-Saharan Africa","2013","2013",0.49968,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40540","Sub-Saharan Africa","2014","2014",0.51115,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40540","Sub-Saharan Africa","2015","2015",0.51816,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40540","Sub-Saharan Africa","2016","2016",0.52574,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2012","2012",0.82804,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2013","2013",0.83277,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2014","2014",0.85273,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2015","2015",0.85107,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2016","2016",0.85884,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40535","South and West Asia","2012","2012",39.35221,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40535","South and West Asia","2013","2013",39.68692,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40535","South and West Asia","2014","2014",40.14918,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40535","South and West Asia","2015","2015",40.66178,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40535","South and West Asia","2016","2016",41.50429,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40520","Latin America and the Caribbean","2012","2012",75.14259,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40520","Latin America and the Caribbean","2013","2013",75.46281,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40520","Latin America and the Caribbean","2014","2014",76.37475,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40520","Latin America and the Caribbean","2015","2015",76.69965,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40520","Latin America and the Caribbean","2016","2016",77.45733,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40525","Arab States","2012","2012",0.79759,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40525","Arab States","2013","2013",0.80041,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40525","Arab States","2014","2014",0.80514,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40525","Arab States","2015","2015",0.80894,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40525","Arab States","2016","2016",0.81387,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40535","South and West Asia","2012","2012",0.9172,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40535","South and West Asia","2013","2013",0.92502,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40535","South and West Asia","2014","2014",0.9352,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40535","South and West Asia","2015","2015",0.94388,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40535","South and West Asia","2016","2016",0.9517,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40505","Central Asia","2012","2012",0.99892,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40505","Central Asia","2013","2013",0.99897,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40505","Central Asia","2014","2014",0.99898,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40505","Central Asia","2015","2015",0.999,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40505","Central Asia","2016","2016",0.99903,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2012","2012",0.87564,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2013","2013",0.87929,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2014","2014",0.88802,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2015","2015",0.89461,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","40540","Sub-Saharan Africa","2016","2016",0.90459,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40535","South and West Asia","2012","2012",0.76214,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40535","South and West Asia","2013","2013",0.76875,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40535","South and West Asia","2014","2014",0.77728,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40535","South and West Asia","2015","2015",0.78306,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40535","South and West Asia","2016","2016",0.7912,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2012","2012",0.98859,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2013","2013",0.98924,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2014","2014",0.99002,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2015","2015",0.98969,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40520","Latin America and the Caribbean","2016","2016",0.99004,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2012","2012",0.96079,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2013","2013",0.96142,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2014","2014",0.96469,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2015","2015",0.96537,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40515","East Asia and the Pacific","2016","2016",0.96663,,
